id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
1798_mz3_iin_sirius_2383	C40H56O2	[M + K]+	Terpenoids	0.9548062682151794	Sesquiterpenoids	0.25545623898506165	Flavanones	0.5831568837165833	Sesquiterpenoids	0.7070825099945068			Sesquiterpenoids	0.7070825099945068	Prenol lipids	0.8714275360107422	Lipids and lipid-like molecules	0.72453773021698	Organic compounds; Lipids and lipid-like molecules; Phenols; Prenol lipids; Phenylpropanoids and polyketides; Organooxygen compounds; Diphenylmethanes; Sesquiterpenoids; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1676_mz3_iin_sirius_2241	C31H68N3O13	[M + H]+	Polyketides	0.4327384829521179	Macrolides	0.44936513900756836	Erythromycins	0.46138399839401245	Amino acids and derivatives	0.7942495346069336	Amino acids and derivatives	0.7942495346069336	Amino acids, peptides, and analogues	0.798399031162262	Carboxylic acids and derivatives	0.9889666438102722	Organic acids and derivatives	0.9984140396118164	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Monosaccharides; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Oxanes; Polyols; Amines; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1566_mz3_iin_sirius_2085	C43H82OS3	[M + Na]+	Terpenoids	0.7747777104377747	Triterpenoids	0.10404501110315323	Acyclic triterpenoids	0.11262423545122147	Prenol lipids	0.8949803709983826					Prenol lipids	0.8949803709983826	Lipids and lipid-like molecules	0.9288535118103027	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Prenol lipids; Thioethers; Sulfenyl compounds; Dialkylthioethers; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1622_mz3_iin_sirius_2178	C26H37N2O16S5	[M + Na]+	Amino acids and Peptides	0.9450029730796814	Amino acid glycosides	0.045383721590042114	Glucosinolates	0.10493376851081848	Secondary alcohols	0.5924546718597412	Secondary alcohols	0.5924546718597412	Alcohols and polyols	0.7376675605773926	Organooxygen compounds	0.9999427795410156	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Organic disulfides; Sulfenyl compounds; Organic oxides; Dialkyldisulfides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1437_mz3_iin_sirius_1878	C36H40O	[M + H]+	Terpenoids	0.6544509530067444	Carotenoids (C40)	0.921344518661499	Carotenoids (C40, Ï€-Î§)	0.09578758478164673	Styrenes	0.7050288319587708			Styrenes	0.7050288319587708	Benzene and substituted derivatives	0.8973099589347839	Benzenoids	0.9767888784408569	Organic compounds; Lipids and lipid-like molecules; Styrenes; Prenol lipids; Benzene and substituted derivatives; Benzenoids; Hydrocarbons; Hydrocarbon derivatives; Unsaturated hydrocarbons; Organic oxygen compounds; Chemical entities
1373_mz3_iin_sirius_1724	C42H58O7	[M - H4O2 + H]+	Terpenoids	0.996748685836792	Carotenoids (C40)	0.5113072395324707	Carotenoids (C40, Î²-Î²)	0.9772676825523376	Xanthophylls	0.7128562927246094	Carotenoids	0.6930628418922424	Tetraterpenoids	0.7251858711242676	Prenol lipids	0.9917873740196228	Lipids and lipid-like molecules	0.996988832950592	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Acryloyl compounds; Organooxygen compounds; Unsaturated fatty acids; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Carotenoids; Cyclic alcohols and derivatives; Enones; Xanthophylls; Triterpenoids; Tetraterpenoids; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Alpha,beta-unsaturated carbonyl compounds; Alpha,beta-unsaturated ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1677_mz3_iin_sirius_2242	C33H66N3OS2	[M + Na]+	Alkaloids	0.7190573215484619	Pseudoalkaloids	0.17750558257102966	Phenylalanine-derived alkaloids	0.03391705080866814	N-acyl amines	0.6333396434783936	N-acyl amines	0.6333396434783936	Fatty amides	0.3421626687049866	Fatty Acyls	0.174852192401886	Lipids and lipid-like molecules	0.5404806733131409	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; N-acyl amines; Thioethers; Trialkylamines; Amines; Sulfenyl compounds; Alkylarylthioethers; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Aryl thioethers; Organic nitrogen compounds; Chemical entities
1496_mz3_iin_sirius_1974	C8H20O16	[M - H2O + H]+	Carbohydrates	0.9852793216705322	Saccharides	0.9837979674339294	Disaccharides	0.6967417597770691	O-glycosyl compounds	0.9419371485710144	Glycosyl compounds	0.9526710510253906	Carbohydrates and carbohydrate conjugates	0.9999016523361206	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sugar acids and derivatives; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Primary alcohols; Medium-chain hydroxy acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Monosaccharides; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Glycosyl compounds; O-glycosyl compounds; Polyols; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1862_mz3_iin_sirius_2458	C41H82N2O11	[M + H]+	Polyketides	0.9386383295059204	Linear polyketides	0.7309556007385254	Open-chain polyketides	0.926693856716156	Amino acids and derivatives	0.7089307308197021	Amino acids and derivatives	0.7089307308197021	Amino acids, peptides, and analogues	0.6938439011573792	Carboxylic acids and derivatives	0.9899994730949402	Organic acids and derivatives	0.999891996383667	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Dialkyl ethers; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1567_mz3_iin_sirius_2087	C36H70N3O8	[M + H]+	Polyketides	0.9886232018470764	Oligopeptides	0.9422539472579956	Depsipeptides	0.7955853939056396	Cyclic depsipeptides	0.670580267906189	Cyclic depsipeptides	0.670580267906189	Depsipeptides	0.7417087554931641	Peptidomimetics	0.1618037223815918	Organic acids and derivatives	0.9999963045120239	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Macrolides and analogues; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1304_mz3_iin_sirius_1585	C26H50N3O6	[M + H]+	Terpenoids	0.47006356716156006	Fatty esters	0.10750462114810944	Erythromycins	0.15646710991859436	Amino acids and derivatives	0.6030975580215454	Amino acids and derivatives	0.6030975580215454	Amino acids, peptides, and analogues	0.5696961879730225	Carboxylic acids and derivatives	0.9267938137054443	Organic acids and derivatives	0.9461756944656372	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Tertiary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Trialkylamines; Amines; Tertiary amines; Alkanolamines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1750_mz3_iin_sirius_2325	C44H82N3O3S2	[M - H2O + H]+	Terpenoids	0.592678964138031	Steroids	0.11015006899833679	Ceramides	0.11830157786607742	N-acyl amines	0.7908605933189392	N-acyl amines	0.7908605933189392	Fatty amides	0.8763801455497742	Fatty Acyls	0.7629474997520447	Lipids and lipid-like molecules	0.938251256942749	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Thioethers; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Sulfenyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1623_mz3_iin_sirius_2179	C45H80N2O7S	[M + Na]+	Polyketides	0.9968642592430115	Macrolides	0.7378956079483032	Open-chain polyketides	0.8868449926376343	Macrolides and analogues	0.921343207359314					Macrolides and analogues	0.921343207359314	Phenylpropanoids and polyketides	0.9567092061042786	Organic compounds; Organoheterocyclic compounds; Lactones; Thiazoles; Alcohols and polyols; Macrolides and analogues; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Tertiary carboxylic acid amides; Carbonyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1439_mz3_iin_sirius_1881	C31H46O4	[M - H4O2 + H]+	Terpenoids	0.9816840291023254	Triterpenoids	0.9553240537643433	Oleanane triterpenoids	0.29920831322669983	Triterpenoids	0.9779903888702393			Triterpenoids	0.9779903888702393	Prenol lipids	0.9848471283912659	Lipids and lipid-like molecules	0.9888737201690674	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Cyclic alcohols and derivatives; Triterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1799_mz3_iin_sirius_2385	C42H77N3O3S2	[M + H]+	Terpenoids	0.6637882590293884	Pseudoalkaloids	0.2358652800321579	Ceramides	0.17326417565345764	Fatty amides	0.5151174068450928			Fatty amides	0.5151174068450928	Fatty Acyls	0.42579811811447144	Lipids and lipid-like molecules	0.7111974358558655	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Thioethers; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1864_mz3_iin_sirius_2460	C32H64O5	[M + Na]+	Fatty acids	0.7361034154891968	Linear polyketides	0.324146032333374	Open-chain polyketides	0.16477349400520325	Long-chain fatty alcohols	0.512630045413971	Long-chain fatty alcohols	0.512630045413971	Fatty alcohols	0.7497143745422363	Fatty Acyls	0.7714217305183411	Lipids and lipid-like molecules	0.9815280437469482	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organooxygen compounds; Cyclic alcohols and derivatives; Fatty alcohols; Secondary alcohols; Tertiary alcohols; Polyols; Long-chain fatty alcohols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1681_mz3_iin_sirius_2246	C40H74O10	[M + Na]+	Polyketides	0.9680004715919495	Polyethers	0.7119935750961304	Macrotetrolides	0.9999239444732666	Methyl-branched fatty acids	0.6305205225944519	Branched fatty acids	0.44142818450927734	Fatty acids and conjugates	0.32576021552085876	Fatty Acyls	0.2394443154335022	Lipids and lipid-like molecules	0.5941768884658813	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Dialkyl ethers; Secondary alcohols; Carbonyl compounds; Methyl-branched fatty acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1497_mz3_iin_sirius_1975	C47H82O7S	[M + H]+	Fatty acids	0.4073997139930725	Macrolides	0.2913234829902649	Open-chain polyketides	0.16788168251514435	Benzenoids	0.5185195207595825							Benzenoids	0.5185195207595825	Organic compounds; Organosulfur compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Organic sulfuric acids and derivatives; Carboxylic acid derivatives; Thioethers; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Benzenoids; Sulfenyl compounds; Sulfuric acid esters; Dialkylthioethers; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1440_mz3_iin_sirius_1883	C26H56N3O6	[M + Na]+	Polyketides	0.48205646872520447	Ornithine alkaloids	0.030337391421198845	Linear peptides	0.0818302109837532	Alpha amino acid amides	0.6210618615150452	Amino acids and derivatives	0.9974492192268372	Amino acids, peptides, and analogues	0.9979584217071533	Carboxylic acids and derivatives	0.9966892600059509	Organic acids and derivatives	0.9999797344207764	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Secondary alcohols; Carbonyl compounds; Alpha amino acid amides; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1865_mz3_iin_sirius_2461	C34H72N2O9	[M + H]+	Fatty acids	0.8666588068008423	Sphingolipids	0.22186285257339478	Erythromycins	0.30978086590766907	Aminosaccharides	0.5846875905990601	Aminosaccharides	0.5846875905990601	Carbohydrates and carbohydrate conjugates	0.6153886914253235	Organooxygen compounds	0.9999991655349731	Organic oxygen compounds	1.0	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Monosaccharides; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Oxanes; Polyols; Amines; Alkanolamines; Aminosaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1374_mz3_iin_sirius_1725	C39H62O7S	[M + H]+	Polyketides	0.5181482434272766	Triterpenoids	0.1718124896287918	Open-chain polyketides	0.07469753921031952	Hydroxysteroids	0.6107792258262634			Hydroxysteroids	0.6107792258262634	Steroids and steroid derivatives	0.6860092282295227	Lipids and lipid-like molecules	0.7708547711372375	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Organic sulfuric acids and derivatives; Monocarboxylic acids and derivatives; Sulfuric acid monoesters; Thioethers; Hydroxysteroids; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Sulfenyl compounds; Sulfuric acid esters; Alkyl sulfates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1569_mz3_iin_sirius_2092	C34H70O9	[M + Na]+	Terpenoids	0.3648551404476166	Triterpenoids	0.01333655696362257	Baccharane triterpenoids	0.019204767420887947	Fatty alcohols	0.9751054644584656			Fatty alcohols	0.9751054644584656	Fatty Acyls	0.719772458076477	Lipids and lipid-like molecules	0.9889860153198242	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Primary alcohols; Organooxygen compounds; Cyclic alcohols and derivatives; Fatty alcohols; Monosaccharides; Secondary alcohols; Tertiary alcohols; Polyols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1305_mz3_iin_sirius_1588	C32H70N3O4S2	[M + Na]+	Polyketides	0.7479208707809448	Linear polyketides	0.4834364056587219	Linear peptides	0.12113401293754578	Thiazoles	0.8841118812561035			Thiazoles	0.8841118812561035	Azoles	0.962971568107605	Organoheterocyclic compounds	0.2730155289173126	Organic compounds; Organosulfur compounds; Thiazoles; Alcohols and polyols; Ethers; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Dialkyl ethers; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1441_mz3_iin_sirius_1884	C41H66NO7	[M + Na]+	Polyketides	0.9562340378761292	Macrolides	0.6208575963973999	Open-chain polyketides	0.9778732061386108	N-acyl amines	0.8087722659111023	N-acyl amines	0.8087722659111023	Fatty amides	0.6706466674804688	Fatty Acyls	0.5189638137817383	Lipids and lipid-like molecules	0.9573050737380981	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Oxanes; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1752_mz3_iin_sirius_2327	C34H62O6	[M + H]+	Fatty acids	0.5632583498954773	Glycerolipids	0.939589262008667	Diacylglycerols	0.866998553276062	1,2-diacylglycerols	0.8889048099517822	Diacylglycerols	0.7922186255455017	Diradylglycerols	0.883401095867157	Glycerolipids	0.9572630524635315	Lipids and lipid-like molecules	0.9642677903175354	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1626_mz3_iin_sirius_2182	C32H54NO3	[M - H2O + H]+	Terpenoids	0.7688977122306824	Sphingolipids	0.19060631096363068	Ceramides	0.4155544340610504	Steroids and steroid derivatives	0.667594850063324					Steroids and steroid derivatives	0.667594850063324	Lipids and lipid-like molecules	0.9918193817138672	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1442_mz3_iin_sirius_1885	C27H52N3O6	[M + Na]+	Polyketides	0.3145890533924103	Oligopeptides	0.43391159176826477	Polyamines	0.10569842904806137	Alpha amino acid esters	0.6961765885353088	Amino acids and derivatives	0.8669540882110596	Amino acids, peptides, and analogues	0.8571372032165527	Carboxylic acids and derivatives	0.993823766708374	Organic acids and derivatives	0.99906986951828	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1800_mz3_iin_sirius_2386	C46H71NO2	[M + K]+	Terpenoids	0.4748569428920746	Flavonoids	0.2817898690700531	Flavanones	0.6884509325027466	Diphenylmethanes	0.8491946458816528			Diphenylmethanes	0.8491946458816528	Benzene and substituted derivatives	0.9448962807655334	Benzenoids	0.9909074306488037	Organic compounds; Lipids and lipid-like molecules; Phenols; Organonitrogen compounds; Organooxygen compounds; Diphenylmethanes; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Phenylpropanes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities
1867_mz3_iin_sirius_2463	C29H48O2	[M - H2O + H]+	Terpenoids	0.9982998967170715	Steroids	0.8027439117431641	Ergostane steroids	0.1970498412847519	Triterpenoids	0.6020814180374146			Triterpenoids	0.6020814180374146	Prenol lipids	0.18577902019023895	Lipids and lipid-like molecules	0.9997358918190002	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Primary alcohols; Organooxygen compounds; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Secondary alcohols; 3-hydroxy delta-5-steroids; Delta-5-steroids; 3-hydroxysteroids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1375_mz3_iin_sirius_1726	C28H38O2	[M + H]+	Terpenoids	0.9493489861488342	Apocarotenoids	0.6222710013389587	Apocarotenoids (Î²-)	0.3887113332748413	Diterpenoids	0.5220049023628235			Diterpenoids	0.5220049023628235	Prenol lipids	0.8397501707077026	Lipids and lipid-like molecules	0.8973636031150818	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Prenol lipids; Organooxygen compounds; Diterpenoids; Carbonyl compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1755_mz3_iin_sirius_2333	C29H48O	[M - H2O + H]+	Terpenoids	0.9967998266220093	Triterpenoids	0.6042527556419373	Lanostane, Tirucallane and Euphane triterpenoids	0.25145041942596436	Triterpenoids	0.9009625315666199			Triterpenoids	0.9009625315666199	Prenol lipids	0.8013895750045776	Lipids and lipid-like molecules	0.9957044720649719	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organooxygen compounds; Cyclic alcohols and derivatives; Triterpenoids; Secondary alcohols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1498_mz3_iin_sirius_1976	C37H60O7	[M + H]+	Terpenoids	0.9965664148330688	Triterpenoids	0.9525601863861084	Labdane diterpenoids	0.3386467397212982	Triterpenoids	0.8130453824996948			Triterpenoids	0.8130453824996948	Prenol lipids	0.8751775026321411	Lipids and lipid-like molecules	0.9989257454872131	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Prenol lipids; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Secondary alcohols; Tertiary alcohols; Steroid esters; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1570_mz3_iin_sirius_2099	C33H64N2O5S	[M + H]+	Polyketides	0.26921987533569336	Ornithine alkaloids	0.0713227316737175	Open-chain polyketides	0.0117257758975029	Dialkylarylamines	0.6939005851745605	Tertiary amines	0.9106763005256653	Amines	0.9949217438697815	Organonitrogen compounds	0.9999994039535522	Organic nitrogen compounds	1.0	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonyls; Organosulfonamides; Amines; Primary amines; Tertiary amines; Tertiary alkylarylamines; Dialkylarylamines; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1627_mz3_iin_sirius_2183	C30H60N3O6	[M - H2O + H]+	Fatty acids	0.8239200711250305	Fatty amides	0.04391003027558327	N-acyl amines	0.018240122124552727	Amino acids and derivatives	0.873873770236969	Amino acids and derivatives	0.873873770236969	Amino acids, peptides, and analogues	0.8597387671470642	Carboxylic acids and derivatives	0.9804726243019104	Organic acids and derivatives	0.9982419013977051	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Trialkylamines; Amines; Tertiary amines; Alkanolamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
